編號	名稱	描述#材料名称不要超过4字	功能描述	類型	細分子類	圖示	音效	打開是否彈窗	職業限制	等級限制	品質	夥伴使用前提品質	堆疊數量	背包排序優先順序	天生強化等級	強化消耗比率	普通防禦	普通防禦強化值	絕技防禦	絕技防禦強化值	生命	生命強化值	普通攻擊	普通攻擊強化值	法術攻擊	法術攻擊強化值	絕技攻擊	絕技攻擊強化值	先攻值	強化先攻值係數	金幣價格	合成價格	售出價格	是否可以賣出	是否可銷毀	基礎裝備	材料	生成物品	給予金幣	給予銅幣	給予經驗	給予體力	給予聲望	給予命格	給予掉落	给予鲜花类型（1 2 3）	產出副本	下一等級卷軸	穿戴位置	通過此副本可使用直接製作功能	職業對應禮包	禮包id	是否是等級開禮包	等級開禮包(职业&等级&礼包id)	是否能批量打開（1能0不能）
20100910	虛空鎧甲煉化卷	該道具是虛空鎧甲煉化卷	裝備卷軸	2	4	20100909	0	0	1|2|3|4|5	120	6	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10100909&1	10200061&30|10200062&5|10200063&5	10100910&1	0	0	0	0	0	0	0	0	114101	0	0	6	0	0	0	0	0
20100911	混沌鎧甲煉化卷	該道具是混沌鎧甲煉化卷	裝備卷軸	2	4	20100910	0	0	1|2|3|4|5	130	6	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10100910&1	10200066&30|10200067&5|10200068&5	10100911&1	0	0	0	0	0	0	0	0	115101	0	0	6	0	0	0	0	0
20100912	斷界鎧甲煉化卷	該道具是斷界鎧甲煉化卷	裝備卷軸	2	4	20100911	0	0	1|2|3|4|5	140	6	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10100911&1	10200071&30|10200072&5|10200073&5	10100912&1	0	0	0	0	0	0	0	0	116101	0	0	6	0	0	0	0	0
20100913	深淵鎧甲煉化卷	該道具是深淵鎧甲煉化卷	裝備卷軸	2	4	20100913	0	0	1|2|3|4|5	150	6	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10100912&1	10200076&30|10200077&5|10200078&5	10100913&1	0	0	0	0	0	0	0	0	117101	0	0	6	0	0	0	0	0
20100914	星空鎧甲煉化卷	該道具是星空鎧甲煉化卷	裝備卷軸	2	4	20100913	0	0	1|2|3|4|5	160	7	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10100913&1	10200081&30|10200082&5|10200083&5	10100914&1	0	0	0	0	0	0	0	0	118101	0	0	6	0	0	0	0	0
20100915	元素鎧甲煉化卷	該道具是元素鎧甲煉化卷	裝備卷軸	2	4	20100914	0	0	1|2|3|4|5	170	7	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10100914&1	10200086&30|10200087&5|10200088&5	10100915&1	0	0	0	0	0	0	0	0	119101	0	0	6	0	0	0	0	0
20100916	暗影鎧甲煉化卷	該道具是暗影鎧甲煉化卷	裝備卷軸	2	4	20100915	0	0	1|2|3|4|5	180	7	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10100915&1	10200091&30|10200092&5|10200093&5	10100916&1	0	0	0	0	0	0	0	0	120101	0	0	6	0	0	0	0	0
20101002	優秀戒指煉化卷	該道具是優秀戒指煉化卷	裝備卷軸	2	4	20101002	0	0	1|2|3|4|5	20	3	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	400	4691	1	1	10101001&1	10200016&9|10200010&18|10200015&3	10101002&1	0	0	0	0	0	0	0	0	104104	0	0	1	0	0	0	0	0
20101003	精良戒指煉化卷	該道具是精良戒指煉化卷	裝備卷軸	2	4	20101003	0	0	1|2|3|4|5	40	4	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	800	50019	1	1	10101002&1	10200021&20|10200022&25|10200028&20	10101003&1	0	0	0	0	0	0	0	0	106104	0	0	2	0	0	0	0	0
20101004	火焰戒指煉化卷	該道具是火焰戒指煉化卷	裝備卷軸	2	4	20101004	0	0	1|2|3|4|5	60	4	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	1200	101426	1	1	10101003&1	10200038&75|10200035&5|10200036&60	10101004&1	0	0	0	0	0	0	0	0	108101	0	0	3	0	0	0	0	0
20101005	寒冰戒指煉化卷	該道具是寒冰戒指煉化卷	裝備卷軸	2	4	20101005	0	0	1|2|3|4|5	70	4	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	1600	199146	1	1	10101004&1	10200026&60|10200040&30|10200030&60	10101005&1	0	0	0	0	0	0	0	0	109101	0	0	4	0	0	0	0	0
20101006	狂風戒指煉化卷	該道具是狂風戒指煉化卷	裝備卷軸	2	4	20101006	0	0	1|2|3|4|5	80	5	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	1920	199146	1	1	10101005&1	10200044&72|10200043&30|10200041&25	10101006&1	0	0	0	0	0	0	0	0	110101	0	0	5	0	0	0	0	0
20101007	雷霆戒指煉化卷	該道具是雷霆戒指煉化卷	裝備卷軸	2	4	20101007	0	0	1|2|3|4|5	90	5	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	2000	199146	1	1	10101006&1	10200048&60|10200049&15|10200046&15	10101007&1	0	0	0	0	0	0	0	0	111101	0	0	6	0	0	0	0	0
20101008	聖光戒指煉化卷	該道具是聖光戒指煉化卷	裝備卷軸	2	4	20101008	0	0	1|2|3|4|5	100	5	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	2080	199146	1	1	10101007&1	10200054&45|10200051&5|10200053&10	10101008&1	0	0	0	0	0	0	0	0	112101	0	0	6	0	0	0	0	0
20101009	暗黑戒指煉化卷	該道具是暗黑戒指煉化卷	裝備卷軸	2	4	20101009	0	0	1|2|3|4|5	110	6	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10101008&1	10200058&5|10200059&5|10200056&75	10101009&1	0	0	0	0	0	0	0	0	113101	0	0	6	0	0	0	0	0
20101010	虛空戒指煉化卷	該道具是虛空戒指煉化卷	裝備卷軸	2	4	20101009	0	0	1|2|3|4|5	120	6	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10101009&1	10200061&30|10200062&5|10200063&5	10101010&1	0	0	0	0	0	0	0	0	114101	0	0	6	0	0	0	0	0
20101011	混沌戒指煉化卷	該道具是混沌戒指煉化卷	裝備卷軸	2	4	20101010	0	0	1|2|3|4|5	130	6	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10101010&1	10200066&30|10200067&5|10200068&5	10101011&1	0	0	0	0	0	0	0	0	115101	0	0	6	0	0	0	0	0
20101012	斷界戒指煉化卷	該道具是斷界戒指煉化卷	裝備卷軸	2	4	20101011	0	0	1|2|3|4|5	140	6	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10101011&1	10200071&30|10200072&5|10200073&5	10101012&1	0	0	0	0	0	0	0	0	116101	0	0	6	0	0	0	0	0
20101013	深淵戒指煉化卷	該道具是深淵戒指煉化卷	裝備卷軸	2	4	20101012	0	0	1|2|3|4|5	150	6	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10101012&1	10200076&30|10200077&5|10200078&5	10101013&1	0	0	0	0	0	0	0	0	117101	0	0	6	0	0	0	0	0
20101014	星空戒指煉化卷	該道具是星空戒指煉化卷	裝備卷軸	2	4	20101013	0	0	1|2|3|4|5	160	7	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10101013&1	10200081&30|10200082&5|10200083&5	10101014&1	0	0	0	0	0	0	0	0	118101	0	0	6	0	0	0	0	0
20101015	元素戒指煉化卷	該道具是元素戒指煉化卷	裝備卷軸	2	4	20101014	0	0	1|2|3|4|5	170	7	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10101014&1	10200086&30|10200087&5|10200088&5	10101015&1	0	0	0	0	0	0	0	0	119101	0	0	6	0	0	0	0	0
20101016	暗影戒指煉化卷	該道具是暗影戒指煉化卷	裝備卷軸	2	4	20101015	0	0	1|2|3|4|5	180	7	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10101015&1	10200091&30|10200092&5|10200093&5	10101016&1	0	0	0	0	0	0	0	0	120101	0	0	6	0	0	0	0	0
20101102	優秀戰靴煉化卷	該道具是優秀戰靴煉化卷	裝備卷軸	2	4	20101102	0	0	1|2|3|4|5	20	3	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	400	4691	1	1	10101101&1	10200016&9|10200010&18|10200015&3	10101102&1	0	0	0	0	0	0	0	0	104104	0	0	1	0	0	0	0	0
20101103	精良戰靴煉化卷	該道具是精良戰靴煉化卷	裝備卷軸	2	4	20101103	0	0	1|2|3|4|5	40	4	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	800	50019	1	1	10101102&1	10200021&20|10200022&25|10200028&20	10101103&1	0	0	0	0	0	0	0	0	106104	0	0	2	0	0	0	0	0
20101104	火焰戰靴煉化卷	該道具是火焰戰靴煉化卷	裝備卷軸	2	4	20101104	0	0	1|2|3|4|5	60	4	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	1200	101426	1	1	10101103&1	10200038&75|10200035&5|10200036&60	10101104&1	0	0	0	0	0	0	0	0	108101	0	0	3	0	0	0	0	0
20101105	寒冰戰靴煉化卷	該道具是寒冰戰靴煉化卷	裝備卷軸	2	4	20101105	0	0	1|2|3|4|5	70	4	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	1600	199146	1	1	10101104&1	10200026&60|10200040&30|10200030&60	10101105&1	0	0	0	0	0	0	0	0	109101	0	0	4	0	0	0	0	0
20101106	狂風戰靴煉化卷	該道具是狂風戰靴煉化卷	裝備卷軸	2	4	20101106	0	0	1|2|3|4|5	80	5	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	1920	199146	1	1	10101105&1	10200044&72|10200043&30|10200041&25	10101106&1	0	0	0	0	0	0	0	0	110101	0	0	5	0	0	0	0	0
20101107	雷霆戰靴煉化卷	該道具是雷霆戰靴煉化卷	裝備卷軸	2	4	20101107	0	0	1|2|3|4|5	90	5	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	2000	199146	1	1	10101106&1	10200048&60|10200049&15|10200046&15	10101107&1	0	0	0	0	0	0	0	0	111101	0	0	6	0	0	0	0	0
20101108	聖光戰靴煉化卷	該道具是聖光戰靴煉化卷	裝備卷軸	2	4	20101108	0	0	1|2|3|4|5	100	5	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	2080	199146	1	1	10101107&1	10200054&45|10200051&5|10200053&10	10101108&1	0	0	0	0	0	0	0	0	112101	0	0	6	0	0	0	0	0
20101109	暗黑戰靴煉化卷	該道具是暗黑戰靴煉化卷	裝備卷軸	2	4	20101109	0	0	1|2|3|4|5	110	6	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10101108&1	10200058&5|10200059&5|10200056&75	10101109&1	0	0	0	0	0	0	0	0	113101	0	0	6	0	0	0	0	0
20101110	虛空戰靴煉化卷	該道具是虛空戰靴煉化卷	裝備卷軸	2	4	20101109	0	0	1|2|3|4|5	120	6	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10101109&1	10200061&30|10200062&5|10200063&5	10101110&1	0	0	0	0	0	0	0	0	114101	0	0	6	0	0	0	0	0
20101111	混沌戰靴煉化卷	該道具是混沌戰靴煉化卷	裝備卷軸	2	4	20101110	0	0	1|2|3|4|5	130	6	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10101110&1	10200066&30|10200067&5|10200068&5	10101111&1	0	0	0	0	0	0	0	0	115101	0	0	6	0	0	0	0	0
20101112	斷界戰靴煉化卷	該道具是斷界戰靴煉化卷	裝備卷軸	2	4	20101111	0	0	1|2|3|4|5	140	6	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10101111&1	10200071&30|10200072&5|10200073&5	10101112&1	0	0	0	0	0	0	0	0	116101	0	0	6	0	0	0	0	0
20101113	深淵戰靴煉化卷	該道具是深淵戰靴煉化卷	裝備卷軸	2	4	20101113	0	0	1|2|3|4|5	150	6	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10101112&1	10200076&30|10200077&5|10200078&5	10101113&1	0	0	0	0	0	0	0	0	117101	0	0	6	0	0	0	0	0
20101114	星空戰靴煉化卷	該道具是星空戰靴煉化卷	裝備卷軸	2	4	20101113	0	0	1|2|3|4|5	160	7	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10101113&1	10200081&30|10200082&5|10200083&5	10101114&1	0	0	0	0	0	0	0	0	118101	0	0	6	0	0	0	0	0
20101115	元素戰靴煉化卷	該道具是元素戰靴煉化卷	裝備卷軸	2	4	20101114	0	0	1|2|3|4|5	170	7	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10101114&1	10200086&30|10200087&5|10200088&5	10101115&1	0	0	0	0	0	0	0	0	119101	0	0	6	0	0	0	0	0
20101116	暗影戰靴煉化卷	該道具是暗影戰靴煉化卷	裝備卷軸	2	4	20101115	0	0	1|2|3|4|5	180	7	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	2160	199146	1	1	10101115&1	10200091&30|10200092&5|10200093&5	10101116&1	0	0	0	0	0	0	0	0	120101	0	0	6	0	0	0	0	0
20200101	一階力量藥劑配方	永久增加力量的藥劑製作配方	藥劑卷軸	2	1	20200101	0	0	1|2|3|4|5	1	2	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	1070	1	1	0	10200007&2	30100101&1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200102	二階力量藥劑配方	永久增加力量的藥劑製作配方	藥劑卷軸	2	1	20200101	0	0	1|2|3|4|5	1	2	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	4691	1	1	0	10200009&9	30100102&1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200103	三階力量藥劑配方	永久增加力量的藥劑製作配方	藥劑卷軸	2	1	20200101	0	0	1|2|3|4|5	1	2	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	200	14456	1	1	0	10200016&14|10200013&5	30100103&1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200104	四階力量藥劑配方	永久增加力量的藥劑製作配方	藥劑卷軸	2	1	20200101	0	0	1|2|3|4|5	1	3	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	420	36155	1	1	0	10200017&24|10200018&24|10200019&24|10200022&18	30100104&1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200105	五階力量藥劑配方	永久增加力量的藥劑製作配方	藥劑卷軸	2	1	20200101	0	0	1|2|3|4|5	1	3	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	820	78534	1	1	0	10200019&27|10200018&27|10200029&36|10200028&24|10200017&27	30100105&1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200106	六階力量藥劑配方	永久增加力量的藥劑製作配方	藥劑卷軸	2	1	20200101	0	0	1|2|3|4|5	1	3	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	1200	154939	1	1	0	10200033&42|10200039&60|10200034&42|10200027&42|10200038&53|10200035&4	30100106&1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200201	一階意志藥劑配方	永久增加意志的藥劑製作配方	藥劑卷軸	2	3	20200201	0	0	1|2|3|4|5	1	2	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	1070	1	1	0	10200007&2	30100201&1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200202	二階意志藥劑配方	永久增加意志的藥劑製作配方	藥劑卷軸	2	3	20200201	0	0	1|2|3|4|5	1	2	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	4691	1	1	0	10200010&9	30100202&1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200203	三階意志藥劑配方	永久增加意志的藥劑製作配方	藥劑卷軸	2	3	20200201	0	0	1|2|3|4|5	1	2	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	200	14456	1	1	0	10200013&5|10200011&14	30100203&1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200204	四階意志藥劑配方	永久增加意志的藥劑製作配方	藥劑卷軸	2	2	20200201	0	0	1|2|3|4|5	1	3	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	420	36155	1	1	0	10200020&14|10200019&18|10200022&18|10200017&24	30100204&1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200205	五階意志藥劑配方	永久增加意志的藥劑製作配方	藥劑卷軸	2	3	20200201	0	0	1|2|3|4|5	1	3	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	820	78534	1	1	0	10200017&27|10200029&36|10200018&27|10200028&24|10200027&42	30100205&1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200206	六階意志藥劑配方	永久增加意志的藥劑製作配方	藥劑卷軸	2	3	20200201	0	0	1|2|3|4|5	1	3	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	1200	154939	1	1	0	10200029&42|10200034&42|10200033&42|10200037&32|10200038&60|10200039&60	30100206&1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200301	一階智力藥劑配方	永久增加智力的藥劑製作配方	藥劑卷軸	2	2	20200301	0	0	1|2|3|4|5	1	2	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	1070	1	1	0	10200007&2	30100301&1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200302	二階智力藥劑配方	永久增加智力的藥劑製作配方	藥劑卷軸	2	2	20200301	0	0	1|2|3|4|5	1	2	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	4691	1	1	0	10200009&9	30100302&1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200303	三階智力藥劑配方	永久增加智力的藥劑製作配方	藥劑卷軸	2	2	20200301	0	0	1|2|3|4|5	1	2	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	200	14456	1	1	0	10200013&5|10200011&14	30100303&1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200304	四階智力藥劑配方	永久增加智力的藥劑製作配方	藥劑卷軸	2	2	20200301	0	0	1|2|3|4|5	1	3	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	420	36155	1	1	0	10200020&14|10200019&18|10200022&18|10200018&24	30100304&1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200305	五階智力藥劑配方	永久增加智力的藥劑製作配方	藥劑卷軸	2	2	20200301	0	0	1|2|3|4|5	1	3	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	820	78534	1	1	0	10200020&21|10200029&36|10200022&27|10200028&24|10200027&42	30100305&1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200306	六階智力藥劑配方	永久增加智力的藥劑製作配方	藥劑卷軸	2	2	20200301	0	0	1|2|3|4|5	1	3	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	1200	154939	1	1	0	10200034&42|10200039&60|10200032&42|10200035&4|10200038&52|10200027&42	30100306&1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200401	一階力量合劑配方	此合劑配方可煉製6瓶一階力量藥劑	藥劑卷軸	2	1	20200401	0	0	1|2|3|4|5	1	2	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	1070	1	1	0	10200032&6|10200038&6	30100101&6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200402	二階力量合劑配方	此合劑配方可煉製5瓶二階力量藥劑	藥劑卷軸	2	1	20200401	0	0	1|2|3|4|5	1	2	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	400	4691	1	1	0	10200032&12|10200038&12	30100102&5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200403	三階力量合劑配方	此合劑配方可煉製4瓶三階力量藥劑	藥劑卷軸	2	1	20200401	0	0	1|2|3|4|5	1	2	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	650	14456	1	1	0	10200032&36|10200038&36|10200035&3	30100103&4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200404	四階力量合劑配方	此合劑配方可煉製3瓶四階力量藥劑	藥劑卷軸	2	1	20200401	0	0	1|2|3|4|5	1	3	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	1000	36155	1	1	0	10200024&29|10200023&20|10200025&29|10200026&39	30100104&3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200405	五階力量合劑配方	此合劑配方可煉製2瓶五階力量藥劑	藥劑卷軸	2	1	20200401	0	0	1|2|3|4|5	1	3	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	1300	78534	1	1	0	10200023&29|10200025&44|10200026&58|10200030&45|10200031&58	30100105&2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200501	一階意志合劑配方	此合劑配方可煉製6瓶一階意志藥劑	藥劑卷軸	2	3	20200501	0	0	1|2|3|4|5	1	2	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	1070	1	1	0	10200032&6|10200038&6	30100201&6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200502	二階意志合劑配方	此合劑配方可煉製5瓶二階意志藥劑	藥劑卷軸	2	3	20200501	0	0	1|2|3|4|5	1	2	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	400	4691	1	1	0	10200032&12|10200038&12	30100202&5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200503	三階意志合劑配方	此合劑配方可煉製4瓶三階意志藥劑	藥劑卷軸	2	3	20200501	0	0	1|2|3|4|5	1	2	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	650	14456	1	1	0	10200032&36|10200038&36|10200035&3	30100203&4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200504	四階意志合劑配方	此合劑配方可煉製3瓶四階意志藥劑	藥劑卷軸	2	3	20200501	0	0	1|2|3|4|5	1	3	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	1000	36155	1	1	0	10200024&29|10200023&20|10200025&29|10200026&39	30100204&3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200505	五階意志合劑配方	此合劑配方可煉製2瓶五階意志藥劑	藥劑卷軸	2	3	20200501	0	0	1|2|3|4|5	1	3	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	1300	78534	1	1	0	10200023&29|10200025&44|10200026&58|10200030&45|10200031&58	30100205&2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200601	一階智力合劑配方	此合劑配方可煉製6瓶一階智力藥劑	藥劑卷軸	2	2	20200601	0	0	1|2|3|4|5	1	2	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	1070	1	1	0	10200032&6|10200038&6	30100301&6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200602	二階智力合劑配方	此合劑配方可煉製5瓶二階智力藥劑	藥劑卷軸	2	2	20200601	0	0	1|2|3|4|5	1	2	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	400	4691	1	1	0	10200032&6|10200038&12	30100302&5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200603	三階智力合劑配方	此合劑配方可煉製4瓶三階智力藥劑	藥劑卷軸	2	2	20200601	0	0	1|2|3|4|5	1	2	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	650	14456	1	1	0	10200032&36|10200038&36|10200035&3	30100303&4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200604	四階智力合劑配方	此合劑配方可煉製3瓶四階智力藥劑	藥劑卷軸	2	2	20200601	0	0	1|2|3|4|5	1	3	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	1000	36155	1	1	0	10200024&29|10200023&20|10200025&29|10200026&39	30100304&3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20200605	五階智力合劑配方	此合劑配方可煉製2瓶五階智力藥劑	藥劑卷軸	2	2	20200601	0	0	1|2|3|4|5	1	3	0	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	1300	78534	1	1	0	10200023&29|10200025&44|10200026&58|10200030&45|10200031&58	30100305&2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30100101	一階力量藥劑	永久增加力量的藥劑。服用次數越多，藥效越差。	力量+10	3	1	30100101	0	0	1|2|3|4|5	1	2	0	60	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30100102	二階力量藥劑	永久增加力量的藥劑。服用次數越多，藥效越差。	力量+15	3	1	30100102	0	0	1|2|3|4|5	1	2	0	60	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	100	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30100103	三階力量藥劑	永久增加力量的藥劑。服用次數越多，藥效越差。	力量+20	3	1	30100103	0	0	1|2|3|4|5	1	2	0	60	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	200	19	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30100104	四階力量藥劑	永久增加力量的藥劑。服用次數越多，藥效越差。	力量+25	3	1	30100104	0	0	1|2|3|4|5	1	3	0	60	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	420	33	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30100105	五階力量藥劑	永久增加力量的藥劑。服用次數越多，藥效越差。	力量+30	3	1	30100105	0	0	1|2|3|4|5	1	3	0	60	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1230	820	51	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
