編號	名稱	邮箱中描述	物品描述	禮包icon（大）	禮包icon（小）	魔力	皮膚id	水晶	能量	帮会货币	免费换装备buff	紫魂buff	經驗	聲望	競技場邀請券	好友點數	魔靈	卷軸	物品	精髓	魔灵碎片	魔灵碎片	符文	皮肤	禮包發放後有效時間	類型	广播message表id	數量(前端顯示用)
16000003	263元寶禮包	團購活動送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
16000004	300元寶禮包	團購活動送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
16000005	338元寶禮包	團購活動送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
16000006	375元寶禮包	團購活動送來的禮物	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
16000007	10萬銅錢	團購活動送來的禮物	用來強化、購買商品、召喚武將的貨幣	images/icon/tongqian_big.png	images/icon/tongqian_small.png	100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
16000008	高級符籙*11	團購活動送來的禮物	蘊含神秘力量的符籙。|可召喚1名3~5星的武將。|結果無法預測。	images/icon/gaojifl_big.png	images/icon/gaojifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001002#11	0	0	0	0	0	0	8553600	2	0	0
16000009	精靈怪*1	團購活動送來的禮物	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	12000001:1:15#1	0	0	0	0	0	0	0	8553600	2	0	0
16000010	精靈怪*1	團購活動送來的禮物	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	12000002:1:15#1	0	0	0	0	0	0	0	8553600	2	0	0
16000011	精靈怪*1	團購活動送來的禮物	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	12000003:1:15#1	0	0	0	0	0	0	0	8553600	2	0	0
20000001	好友點數	%s送來了每日禮物	使用友情點召喚。|可召喚1名1~3星的武將。|結果無法預測。	images/scrolls/90001009.png	images/scrolls/90001009.png	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	604800	0	0	0
20000002	秘密地下城武將碎片	%s進入了你的武將試煉副本	蘊含神秘力量的符籙。|可召喚1名指定武將。	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001012#1	0	0	0	0	0	0	604800	0	0	0
20000003	召喚發送武將	召喚到的武將	給武將穿上裝備后，可大幅提高武將屬性	images/icon/zhuangbei_big.png	images/icon/zhuangbei_small.png	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172800	0	0	0
20000004	好友點數	%s送來了每日禮物	使用友情點召喚。|可召喚1名1~3星的武將。|結果無法預測。	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	604800	0	0	0
30001000	元寶*5	競技場排名獎勵	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604800	0	0	0
30002000	元寶*10	競技場排名獎勵	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604800	0	0	0
30003000	元寶*20	競技場排名獎勵	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604800	0	0	0
30004000	元寶*30	競技場排名獎勵	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604800	0	0	0
30005000	元寶*50	競技場排名獎勵	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604800	0	0	0
30006000	元寶*75	競技場排名獎勵	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604800	0	0	0
30007000	元寶*100	競技場排名獎勵	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604800	0	0	0
30008000	元寶*150	競技場排名獎勵	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604800	0	0	0
30009000	元寶*200	競技場排名獎勵	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604800	0	0	0
30010000	元寶*250	競技場排名獎勵	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604800	0	0	0
30011000	元寶*300	競技場排名獎勵	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604800	0	0	0
30012000	元寶*400	競技場排名獎勵	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604800	0	0	0
30013000	元寶*500	競技場排名獎勵	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604800	0	0	0
30014000	元寶*750	競技場排名獎勵	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604800	0	0	0
31002001	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10005004:2:1#1	0	0	0	0	0	0	0	604800	0	0	0
31002002	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10006004:2:1#1	0	0	0	0	0	0	0	604800	0	0	0
31002003	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10007005:2:1#1	0	0	0	0	0	0	0	604800	0	0	0
31002004	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10009005:2:1#1	0	0	0	0	0	0	0	604800	0	0	0
31002005	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10010004:2:1#1	0	0	0	0	0	0	0	604800	0	0	0
31002006	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10010005:2:1#1	0	0	0	0	0	0	0	604800	0	0	0
31002007	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10012004:2:1#1	0	0	0	0	0	0	0	604800	0	0	0
31002008	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10012005:2:1#1	0	0	0	0	0	0	0	604800	0	0	0
31002101	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10005004:2:1#1	0	0	0	0	0	0	0	604800	0	0	0
31002102	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10006004:2:1#1	0	0	0	0	0	0	0	604800	0	0	0
31002103	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10007005:2:1#1	0	0	0	0	0	0	0	604800	0	0	0
31002104	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10009005:2:1#1	0	0	0	0	0	0	0	604800	0	0	0
31002105	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10010004:2:1#1	0	0	0	0	0	0	0	604800	0	0	0
31002106	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10010005:2:1#1	0	0	0	0	0	0	0	604800	0	0	0
31002107	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10012004:2:1#1	0	0	0	0	0	0	0	604800	0	0	0
31002108	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10012005:2:1#1	0	0	0	0	0	0	0	604800	0	0	0
31003001	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10024004:3:1#1	0	0	0	0	0	0	0	604800	0	0	0
31003002	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10024005:3:1#1	0	0	0	0	0	0	0	604800	0	0	0
31003003	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10025004:3:1#1	0	0	0	0	0	0	0	604800	0	0	0
31003004	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10025005:3:1#1	0	0	0	0	0	0	0	604800	0	0	0
31003005	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10028004:3:1#1	0	0	0	0	0	0	0	604800	0	0	0
31003006	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10028005:3:1#1	0	0	0	0	0	0	0	604800	0	0	0
31003007	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10020004:3:1#1	0	0	0	0	0	0	0	604800	0	0	0
31003008	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10020005:3:1#1	0	0	0	0	0	0	0	604800	0	0	0
31003101	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10016004:3:1#1	0	0	0	0	0	0	0	604800	0	0	0
31003102	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10016005:3:1#1	0	0	0	0	0	0	0	604800	0	0	0
31003103	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10017004:3:1#1	0	0	0	0	0	0	0	604800	0	0	0
31003104	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10017005:3:1#1	0	0	0	0	0	0	0	604800	0	0	0
31003105	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10018004:3:1#1	0	0	0	0	0	0	0	604800	0	0	0
31003106	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10018005:3:1#1	0	0	0	0	0	0	0	604800	0	0	0
31003107	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10020004:3:1#1	0	0	0	0	0	0	0	604800	0	0	0
31003108	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10020005:3:1#1	0	0	0	0	0	0	0	604800	0	0	0
31004001	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10031004:4:1#1	0	0	0	0	0	0	0	604800	0	0	0
31004002	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10031005:4:1#1	0	0	0	0	0	0	0	604800	0	0	0
31004003	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10032004:4:1#1	0	0	0	0	0	0	0	604800	0	0	0
31004004	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10032005:4:1#1	0	0	0	0	0	0	0	604800	0	0	0
31004005	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10034004:4:1#1	0	0	0	0	0	0	0	604800	0	0	0
31004006	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10034005:4:1#1	0	0	0	0	0	0	0	604800	0	0	0
31004007	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10039004:4:1#1	0	0	0	0	0	0	0	604800	0	0	0
31004008	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10039005:4:1#1	0	0	0	0	0	0	0	604800	0	0	0
31004101	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10031004:4:1#1	0	0	0	0	0	0	0	604800	0	0	0
31004102	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10031005:4:1#1	0	0	0	0	0	0	0	604800	0	0	0
31004103	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10032004:4:1#1	0	0	0	0	0	0	0	604800	0	0	0
31004104	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10032005:4:1#1	0	0	0	0	0	0	0	604800	0	0	0
31004105	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10034004:4:1#1	0	0	0	0	0	0	0	604800	0	0	0
31004106	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10034005:4:1#1	0	0	0	0	0	0	0	604800	0	0	0
31004107	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10039004:4:1#1	0	0	0	0	0	0	0	604800	0	0	0
31004108	競技場排名獎勵	競技場排名獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10039005:4:1#1	0	0	0	0	0	0	0	604800	0	0	0
32001001	1萬銅錢	簽到獎勵	用來強化、購買商品、召喚武將的貨幣	images/icon/tongqian_big.png	images/icon/tongqian_small.png	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
32001002	1.5萬銅錢	簽到獎勵	用來強化、購買商品、召喚武將的貨幣	images/icon/tongqian_big.png	images/icon/tongqian_small.png	15000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
32001003	2萬銅錢	簽到獎勵	用來強化、購買商品、召喚武將的貨幣	images/icon/tongqian_big.png	images/icon/tongqian_small.png	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
32001004	2.5萬銅錢	簽到獎勵	用來強化、購買商品、召喚武將的貨幣	images/icon/tongqian_big.png	images/icon/tongqian_small.png	25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
32002001	高級符籙*1	簽到獎勵	蘊含神秘力量的符籙。|可召喚1名3~5星的武將。|結果無法預測。	images/icon/gaojifl_big.png	images/icon/gaojifl_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001002#1	0	0	0	0	0	0	8553600	2	0	0
32003001	元寶*30	簽到獎勵	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
32003002	元寶*35	簽到獎勵	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
32003003	元寶*40	簽到獎勵	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
32003004	元寶*50	簽到獎勵	稀有的貨幣|可通過副本掉落或儲值獲得	images/icon/yuanbao_big.png	images/icon/yuanbao_small.png	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
32004001	風黃月英	簽到獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10032003:4:1#1	0	0	0	0	0	0	0	8553600	2	0	0
32004002	風徐晃	簽到獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10040003:4:1#1	0	0	0	0	0	0	0	8553600	2	0	0
32004003	光諸葛瑾	簽到獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10015004:3:1#1	0	0	0	0	0	0	0	8553600	2	0	0
32004004	光呂玲綺	簽到獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10025004:3:1#1	0	0	0	0	0	0	0	8553600	2	0	0
32004005	光地獄之火	簽到獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10020004:3:1#1	0	0	0	0	0	0	0	8553600	2	0	0
32004006	光狼人	簽到獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10023004:3:1#1	0	0	0	0	0	0	0	8553600	2	0	0
32004007	暗諸葛瑾	簽到獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10015005:3:1#1	0	0	0	0	0	0	0	8553600	2	0	0
32004008	暗丁奉	簽到獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10020005:3:1#1	0	0	0	0	0	0	0	8553600	2	0	0
32004009	暗呂綺玲	簽到獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10025005:3:1#1	0	0	0	0	0	0	0	8553600	2	0	0
32004010	暗狼人	簽到獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10023005:3:1#1	0	0	0	0	0	0	0	8553600	2	0	0
32004011	光曹洪	簽到獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10049004:3:1#1	0	0	0	0	0	0	0	8553600	2	0	0
32004012	暗曹洪	簽到獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10049005:3:1#1	0	0	0	0	0	0	0	8553600	2	0	0
32004013	光關平	簽到獎勵	武將	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	10030004:3:1#1	0	0	0	0	0	0	0	8553600	2	0	0
32004014	中秋張飛碎片	中秋活動送來的禮物	可以召喚特定武將的神奇符籙。|可召喚3-5星武將|	images/wish/10004.png	images/save_huangzhong/mana_small.png	0	0	0	0	0	0	0	0	0	0	0	0	90001012#1	0	0	1	0	0	0	8553600		0	0
32004015	魔郭嘉碎片*1	過關斬將送來的禮物	可以召喚特定武將的神奇符籙。|可召喚3-5星武將|	images/avatars/10079005.png	images/avatars/10079005.png	0	0	0	0	0	0	0	0	0	0	0	0	90001012#1	0	0	1	0	0	0	8553600		0	0
32004016	隨機郭嘉碎片*10	系統送來的禮物	可召喚出郭嘉的靈符碎片。使用時可隨機從水，火，風屬性中召喚一個。	images/shop/guojia_icon2.png	images/shop/guojia_icon1.png	0	0	0	0	0	0	0	0	0	0	0	0	90001013#10	0	0	0	1	0	0	8553600		0	0
32004017	隨機典韋碎片*10	系統送來的禮物	可召喚出典韋的靈符碎片。使用時可隨機從水，火，風屬性中召喚一個。	images/shop/dianwei_icon2.png	images/shop/dianwei_icon1.png	0	0	0	0	0	0	0	0	0	0	0	0	90001013#10	0	0	0	1	0	0	8553600		0	0
32004018	隨機孫朗碎片*10	系統送來的禮物	可召喚出孫朗的靈符碎片。使用時可隨機從水，火，風屬性中召喚一個。	images/shop/sunlang_icon2.png	images/shop/sunlang_icon1.png	0	0	0	0	0	0	0	0	0	0	0	0	90001013#10	0	0	0	1	0	0	8553600		0	0
33001001	聲望*20	幫派boss排名送來的禮物	可在聲望商店購買物品|挑戰競技場可獲得聲望	images/icon/shengwang_big.png	images/icon/shengwang_small.png	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
33001002	聲望*30	幫派boss排名送來的禮物	可在聲望商店購買物品|挑戰競技場可獲得聲望	images/icon/shengwang_big.png	images/icon/shengwang_small.png	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
33001003	聲望*50	幫派boss排名送來的禮物	可在聲望商店購買物品|挑戰競技場可獲得聲望	images/icon/shengwang_big.png	images/icon/shengwang_small.png	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
33001004	聲望*100	幫派boss排名送來的禮物	可在聲望商店購買物品|挑戰競技場可獲得聲望	images/icon/shengwang_big.png	images/icon/shengwang_small.png	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
33002001	銅錢*100000	幫派boss排名送來的禮物	用來強化、購買商品、召喚武將的貨幣	images/icon/tongqian_big.png	images/icon/tongqian_small.png	100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
33002002	銅錢*130000	幫派boss排名送來的禮物	用來強化、購買商品、召喚武將的貨幣	images/icon/tongqian_big.png	images/icon/tongqian_small.png	130000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
33002003	銅錢*160000	幫派boss排名送來的禮物	用來強化、購買商品、召喚武將的貨幣	images/icon/tongqian_big.png	images/icon/tongqian_small.png	160000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
33002004	銅錢*190000	幫派boss排名送來的禮物	用來強化、購買商品、召喚武將的貨幣	images/icon/tongqian_big.png	images/icon/tongqian_small.png	190000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
33002005	銅錢*220000	幫派boss排名送來的禮物	用來強化、購買商品、召喚武將的貨幣	images/icon/tongqian_big.png	images/icon/tongqian_small.png	220000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
33002006	銅錢*250000	幫派boss排名送來的禮物	用來強化、購買商品、召喚武將的貨幣	images/icon/tongqian_big.png	images/icon/tongqian_small.png	250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
33002007	銅錢*280000	幫派boss排名送來的禮物	用來強化、購買商品、召喚武將的貨幣	images/icon/tongqian_big.png	images/icon/tongqian_small.png	280000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
33002008	銅錢*310000	幫派boss排名送來的禮物	用來強化、購買商品、召喚武將的貨幣	images/icon/tongqian_big.png	images/icon/tongqian_small.png	310000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
33002009	銅錢*340000	幫派boss排名送來的禮物	用來強化、購買商品、召喚武將的貨幣	images/icon/tongqian_big.png	images/icon/tongqian_small.png	340000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
33002010	銅錢*400000	幫派boss排名送來的禮物	用來強化、購買商品、召喚武將的貨幣	images/icon/tongqian_big.png	images/icon/tongqian_small.png	400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
33002011	銅錢*430000	幫派boss排名送來的禮物	用來強化、購買商品、召喚武將的貨幣	images/icon/tongqian_big.png	images/icon/tongqian_small.png	430000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
33002012	銅錢*460000	幫派boss排名送來的禮物	用來強化、購買商品、召喚武將的貨幣	images/icon/tongqian_big.png	images/icon/tongqian_small.png	460000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8553600	2	0	0
