mid	描述	名字	是否筛选
5914		eMessageTypeBossClosed	0
5915	世界boss战斗结果	eMessageTypeOnFightBossResult	0
5916		eMessageTypeTakeBossTopPlayerAward	0
5917		eMessageTypeBossWasKilled	0
5918		eMessageTypeBossStats	0
5919	复活	eMessageTypeOnRevive	0
5920	立即复活	eMessageTypeOnReviveImmediately	0
5921		eMessageTypeBossSceneInfo2	0
5922		eMessageTypeFightBossCD	0
5923		eMessageTypePrepareBoss	0
5924		eMessageTypeBossPrepared	0
5925		eMessageTypeBossInjured	0
5926		eMessageTypeRenewBossScene	0
5927		eMessageTypeLoadBossScene	0
5928		eMessageTypeSaveBossScene	0
5929		eMessageTypeOnBossClosed	0
6144		eMessageTypeJiXingStatus	0
6145		eMessageTypeJiXingDice	0
6146		eMessageTypeJiXingChange	0
6147		eMessageTypeJiXingConfirm	0
6148		eMessageTypeJiXingStatusResult	0
6149		eMessageTypeJiXingDiceResult	0
6150		eMessageTypeJiXingChangeResult	0
6151		eMessageTypeJiXingConfirmResult	0
6152		eMessageTypeJiXingSave	0
6153		eMessageTypeJiXingTongQianAward	0
6154		eMessageTypeJiXingBroadcast	0
6400		eMessageTypeLoadGardenInfo	0
6401	開闢礦脈	eMessageTypeGardenAssart	0
6402	升級礦脈	eMessageTypeGardenUpgrade	0
6403	刷新礦石	eMessageTypeGardenRefreshSeed	0
6404	恢復精力	eMessageTypeGardenBuySeed	0
6405	直接購買高級礦石	eMessageTypeGardenUpgradeSeed	0
6406		eMessageTypeGardenPlant	0
6407	收割	eMessageTypeGardenReap	0
6408		eMessageTypeSaveGardenRelated	0
6409		eMessageTypeGardenInfo	0
6410		eMessageTypeGardenReapSuccess	0
6411		eMessageTypeOnGardenLandFreed	0
6412		eMessageTypeOnGardenNewSeed	0
6413	清除礦脈CD	eMessageTypeClearGardenCD	0
6414		eMessageTypeTakeExpPill	0
6415		eMessageTypeTakeExpPillSuccess	0
6656		eMessageTypeCheck3v3	0
6657		eMessageType3v3Subscribe	0
6658		eMessageType3v3Unsubscribe	0
6659		eMessageType3v3CreateTeam	0
6660		eMessageType3v3JoinTeam	0
6661		eMessageType3v3AlterPartner	0
6662		eMessageType3v3KickMember	0
6663		eMessageType3v3LoadFormation	0
6664		eMessageType3v3EditFormation	0
6665		eMessageType3v3ReadyToMatch	0
6666		eMessageTypeSave3v3Related	0
6667		eMessageType3v3Status	0
6668		eMessageType3v3Info	0
6669		eMessageType3v3TeamList	0
6670		eMessageType3v3TeamCreated	0
6671		eMessageType3v3TeamDismissed	0
6672		eMessageType3v3TeamStatusChanged	0
6673		eMessageType3v3MemberJoined	0
6674		eMessageType3v3MemberStatusUpdated	0
6675		eMessageType3v3MemberQuit	0
6676		eMessageType3v3Formation	0
6677		eMessageType3v3TeamReady	0
6678		eMessageType3v3TeamMembers	0
6679		eMessageTypeLoad3v3Scene	0
6680		eMessageTypeOpen3v3	0
6681		eMessageTypeClose3v3	0
6682		eMessageType3v3Opened	0
6683		eMessageType3v3Closed	0
6684		eMessageType3v3AllowEnterScene	0
6685		eMessageType3v3CheckBattle	0
6912		eMessageTypeSendChatRoomMessage	0
6913		eMessageTypeSendPrimateMessage	0
6914		eMessageTypeShowItemInChatRoom	0
6915		eMessageTypeChatRoomMessage	0
7168		eMessageTypeStartZazen	0
7169		eMessageTypeStopZazen	0
7170	打坐	eMessageTypeOnZazenUnit	0
7171		eMessageTypeSaveZazenRelated	0
7172		eMessageTypeZazenStatus	0
7424		eMessageTypeLoadLiuDaoInfo	0
7425		eMessageTypeChallengeLiuDao	0
7426		eMessageTypeChallengeLiuDaoExtra	0
7427		eMessageTypeRefreshLiuDao	0
7428		eMessageTypeSaveLiuDaoRelated	0
7429		eMessageTypeLiuDaoInfo	0
7430		eMessageTypeAutoClimbLiuDao	0
7431		eMessageTypeAutoClimbAward	0
7432		eMessageTypeLoadZhengZhanStatus	0
7433		eMessageTypeZhengZhanStatus	0
7434		eMessageTypeChallengeZhengZhan	0
7435		eMessageTypeLoadZhengZhanFormation	0
7436		eMessageTypeZhengZhanFormation	0
7437		eMessageTypeChangeZhengZhanFormation	0
7438		eMessageTypeOnZhengZhanPartner	0
7439		eMessageTypeAddZhengZhanRole	0
7440		eMessageTypeRemoveZhengZhanRole	0
7441		eMessageTypeTakeZhengZhanAward	0
7442		eMessageTypeTakeAllZhengZhanAward	0
7443		eMessageTypeTakeZhengZhanAwardSuccess	0
7444		eMessageTypeBuyZhengZhanChallengeTimes	0
7445		eMessageTypeBuyZhengZhanChallengeTimesSuccess	0
7680		eMessageTypeLoadFengLingBag	0
7681		eMessageTypeOpenLingJianSlot	0
7682		eMessageTypeLockLingJianSlot	0
7683		eMessageTypeUnlockLingJianSlot	0
7684		eMessageTypePolishLingJian	0
7685		eMessageTypeBatchPolishLingJian	0
7686		eMessageTypeSaveBatchPolish	0
7687		eMessageTypeMoveLingJian	0
7688		eMessageTypeOnLingJian	0
7689		eMessageTypeOffLingJian	0
7690		eMessageTypeExchangeLingJian	0
7691		eMessageTypeSellLingJian	0
7692		eMessageTypeFengLingBag	0
7693		eMessageTypeLingJianInfo	0
7694		eMessageTypeBatchPolishResult	0
7695		eMessageTypeSaveBatchPolishSuccess	0
7696		eMessageTypeExchangeLingJianSuccess	0
7697		eMessageTypeOnLingJianSuccess	0
7698		eMessageTypeOffLingJianSuccess	0
7936		eMessageTypeLoadGiftBags	0
7937		eMessageTypeAcceptGiftBag	0
7938	打开礼包	eMessageTypeOpenGiftBag	0
7939		eMessageTypeGiftBagsInfo	0
7940		eMessageTypeOpenGiftBagSuccess	0
7941		eMessageTypeTakeJiHeMa	0
7942		eMessageTypeAcceptGiftBagSuccess	0
7943		eMessageTypeOpenGiftBagNotification	0
7944		eMessageTypeIssueRedPacket	0
8192	买东西	eMessageTypeBuyGoods	0
8193		eMessageTypeBuyGoodsResult	0
8194		eMessageTypeShenMiStatus	0
8195		eMessageTypeShenMiStatusResult	0
8196	神秘商人购买	eMessageTypeBuyShenMi	0
8197		eMessageTypeBuyShenMiResult	0
8198		eMessageTypeShenMiAllLoadRecord	0
8199		eMessageTypeShenMiAllSaveRecord	0
8200		eMessageTypeShenMiAllGetRecord	0
8201	刷新神秘相关	eMessageTypeShenMiAllUpdateRecord	0
8202		eMessageTypeShenMiAllRecord	0
8203	刷新神秘	eMessageTypeRefreshShenMi	0
8204		eMessageTypeSaveShenMi	0
8205		eMessageTypeSaveBuyGoods	0
8206	购买装备	eMessageTypeBuyEquipment	0
8207		eMessageTypeBuyEquipmentResult	0
8208		eMessageTypeLoadPawnshop	0
8209		eMessageTypePawnshopContent	0
8210	卖东西	eMessageTypePawnGoods	0
8211	回购	eMessageTypeRepurchaseGoods	0
8212		eMessageTypePawnGoodsSuccess	0
8213		eMessageTypeRepurchaseGoodsSuccess	0
8214		eMessageTypeLoadShop	0
8215		eMessageTypeBonusShopOpened	0
8216		eMessageTypeBonusShopClosed	0
8217		eMessageTypeLoadShopStatus	0
8218		eMessageTypeShopStatus	0
8219		eMessageTypeShopping	0
8220		eMessageTypeShoppingResult	0
8221		eMessageTypeSaveShop	0
8222		eMessageTypeSaveBonusShopItem	0
8223		eMessageTypeShopOpened	0
8224		eMessageTypeShopClosed	0
8225		eMessageTypeOpenBonusShop	0
8226		eMessageTypeCloseBonusShop	0
8448		eMessageTypeDuJieLevelUp	0
8449		eMessageTypeDuJieWar	0
8450		eMessageTypeSaveDuJie	0
8451		eMessageTypeDuJieResult	0
8704		eMessageTypeXianTaoStatus	0
8705		eMessageTypeXianTaoStatusResult	0
8706		eMessageTypeXianTaoHelp	0
8707		eMessageTypeXianTaoWar	0
8708		eMessageTypeSaveXianTao	0
8960		eMessageTypeInheritList	0
8961		eMessageTypeInheritListResult	0
8962		eMessageTypeInheritRole	0
8963		eMessageTypeInheritRoleResult	0
8964		eMessageTypeInheritToRole	0
8965		eMessageTypeInheritToRoleResult	0
8966		eMessageTypeInheritRoleMedicine	0
8967		eMessageTypeInheritRoleMedicineResult	0
8968		eMessageTypeInheritToRoleMedicine	0
8969		eMessageTypeInheritToRoleMedicineResult	0
8970		eMessageTypeInheritDo	0
8971		eMessageTypeInheritDoResult	0
8972		eMessageTypeInheritSave	0
9216		eMessageTypeFuncNewResult	0
9217		eMessageTypeFuncAll	0
9218		eMessageTypeFuncAllResult	0
9472		eMessageTypeDaTiOpen	0
9473		eMessageTypeDaTiOpenResponse	0
9474		eMessageTypeDaTiLaunch	0
9475		eMessageTypeDaTiQuestionID	0
9476		eMessageTypeDaTiQuestionCD	0
9477		eMessageTypeDaTiNoQuestion	0
9478	我猜我猜我猜猜猜	eMessageTypeDaTiAnswer	0
9479		eMessageTypeDaTiRewardToDB	0
9480		eMessageTypeDaTiRewardToClient	0
9481	清除我猜CD	eMessageTypeDaTiClearCD	0
9482		eMessageTypeDaTiClearCDSuccess	0
9483		eMessageTypeDaTiClearCDFail	0
9484		eMessageTypeDaTiNewDaytoDB	0
9485		eMessageTypeDaTiNewDaytoPlayer	0
9728		eMessageTypeLongOpen	0
9729		eMessageTypeLongOpenResponse	0
9730		eMessageTypeLongNormal	0
9731		eMessageTypeLongAdvanced	0
9732		eMessageTypeLongAnswer	0
9733		eMessageTypeLongFail	0
9984		eMessageTypeDrama	0
9985		eMessageTypeDoDrama	0
9986		eMessageTypeSaveDrama	0
9987		eMessageTypeLoadDrama	0
9988		eMessageTypeDramaFightMonster	0
10240		eMessageTypeLoadAssistant	0
10241		eMessageTypeIncreaseActive	0
10242	取得活动奖励	eMessageTypeGetActiveAward	0
10243		eMessageTypeEarnedActiveResponse	0
10244		eMessageTypeActiveStageResponse	0
10245		eMessageTypeBossIncreaseActive	0
10246		eMessageTypeCampIncreaseActive	0
10247		eMessageTypeActiveInfo	0
10248		eMessageTypeRecoverActivity	0
10249		eMessageTypeRecoverStatus	0
10496		eMessageTypeLoadNoviceGoal	0
10497		eMessageTypeEnableNoviceGoal	0
10498	完成新手目标后领奖	eMessageTypeGetNoviceAward	0
10499		eMessageTypeNoviceGoalStatus	0
10500		eMessageTypeRepairNoviceGoal	0
10752		eMessageTypeLoadFlowerLog	0
10753		eMessageTypeFlowerLog	0
10754	载入鲜花排名	eMessageTypeSendFlower	0
10755		eMessageTypeCheckCanSendFlowerToFriend	0
10756		eMessageTypeSendFlowerResult	0
10757		eMessageTypeOnReceiveFlower	0
10758		eMessageTypeSaveFlowerLog	0
10759		eMessageTypeLoadFlowerTopPlayers	0
10760		eMessageTypeFlowerTopPlayers	0
10761		eMessageTypeSendFlowerBroadcast	0
11008		eMessageTypeLoadBeauty	0
11009		eMessageTypeBeautyInfo	0
11010		eMessageTypeNurtureBeauty	0
11011	培养美人	eMessageTypeFlirtBeauty	0
11012		eMessageTypeTeaseBeauty	0
11013		eMessageTypeActivateBeauty	0
11014		eMessageTypeTeaseBeautySuccess	0
11015		eMessageTypeRepairBeauty	0
11016		eMessageTypeFlirtBeautyResult	0
11017		eMessageTypeBuyFlirtBeautyTimes	0
11018		eMessageTypeBuyFlirtBeautyTimesSuccess	0
11264	取得在线奖励	eMessageTypeGetOnlineAward	0
11265		eMessageTypeOnlineAwardInfo	0
11266		eMessageTypeActivateOnlineAward	0
11267		eMessageTypeLoadOnlineAwardInfo	0
11520		eMessageTypeLoadCheckInWall	0
11521		eMessageTypeCheckIn	0
11522		eMessageTypeAddCheckIn	0
11523		eMessageTypeGetContinuousCheckInAward	0
11524		eMessageTypeGetCumulativeCheckInAward	0
11525		eMessageTypeCheckInWall	0
11776		eMessageTypeShowExhibit	0
11777		eMessageTypeLoadExhibit	0
11778		eMessageTypeSaveExhibit	0
11779		eMessageTypeExhibitInfo	0
11780		eMessageTypeNextExhibitID	0
12032		eMessageTypeLeagueLoadQiXingFengMoInfo	0
12033		eMessageTypeLeagueQiXingFengMo	0
12034		eMessageTypeLeagueQiXingFengMoInfo	0
12035		eMessageTypeOnLeagueQiXingFengMoSuccess	0
12036		eMessageTypeLeagueQiXingFengMoRequestHelp	0
12037		eMessageTypeLeagueQiXingFengMoHelpRequest	0
12038		eMessageTypeLeagueQiXingFengMoFinished	0
12288		eMessageTypeSaveSpendingAlert	0
12289		eMessageTypeSpendingAlertInfo	0
12290		eMessageTypeLoadSpendingAlertInfo	0
12291		eMessageTypeLoadConsumeTipsStatus	0
12292		eMessageTypeConsumeTipsStatus	0
12544		eMessageTypeLoadSubstitute	0
12545		eMessageTypeSaveSubstitute	0
12546		eMessageTypeSubstituteInfo	0
12547		eMessageTypeOnSubstituteAward	0
12548		eMessageTypeOnCheckSubstitute	0
12549		eMessageTypeSaveSubstituteVerify	0
12550		eMessageTypeSaveSubstituteInternal	0
12800		eMessageTypeGetYuanBaoGift	0
12801		eMessageTypeYuanBaoGiftInfo	0
12802		eMessageTypeLoadYuanBaoGiftInfo	0
13056		eMessageTypeApplyTransfigurationCard	0
13057		eMessageTypeUnapplyTransfigurationCard	0
13058		eMessageTypeTransfigurationCardInfo	0
13059		eMessageTypeLoadTransfigurationCardInfo	0
13312		eMessageTypeLoadTitles	0
13313		eMessageTypeEnableTitle	0
13314		eMessageTypeGetTitleAward	0
13315		eMessageTypeEarnedTitles	0
13316		eMessageTypeApplyTitle	0
13317		eMessageTypeUnapplyTitle	0
13318		eMessageTypeArenaEnableTitle	0
13319		eMessageTypeCampEnableTitle	0
13320		eMessageTypeLeagueBattleEnableTitle	0
13321		eMessageTypeDefeatLvBuGeneral	0
13322		eMessageTypeGeneralEnableTitle	0
13323		eMessageTypeRepairTitle	0
13324		eMessageTypeDefeatSiMaYiGeneral	0
13568		eMessageTypeLoadMystic	0
13569		eMessageTypeBuyMystic	0
13570		eMessageTypeRefreshMystic	0
13571		eMessageTypeOnMysticTimer	0
13572		eMessageTypeMysticStatus	0
13573		eMessageTypeBuyMysticSuccess	0
13574		eMessageTypeUpdateMysticStatus	0
13824		eMessageTypeLoadKuanKung	0
13825		eMessageTypeKuanKungBurn	0
13826		eMessageTypeKuanKungInfo	0
13827		eMessageTypeSaveKuanKung	0
13828		eMessageTypeOnKuanKungInfo	0
14080		eMessageTypeLoadImmortals	0
14081		eMessageTypeDrawImmortalTaskAward	0
14082		eMessageTypeFinishImmortalTaskImmediately	0
14083		eMessageTypeInviteImmortal	0
14084		eMessageTypeImmortalInfo	0
14336		eMessageTypeLoadDropActivityInfo	0
14337		eMessageTypeOpenDropActivityInternal	0
14338		eMessageTypeCloseDropActivityInternal	0
14339		eMessageTypeDropActivityOpened	0
14340		eMessageTypeDropActivityClosed	0
14341		eMessageTypeDropActivityInfo	0
14342		eMessageTypeCheckActivityDrop	0
14343		eMessageTypeDoActivityDrop	0
14344		eMessageTypeActivityDrop	0
14345		eMessageTypeLoadTokens	0
14346		eMessageTypeExchangeTokens	0
14347		eMessageTypeTokens	0
14348		eMessageTypeExchangeTokenSuccess	0
14349		eMessageTypeExchangeTokenBroadcast	0
14350		eMessageTypeOnDropActivityCounter	0
14351		eMessageTypeLoadActivityInfo	0
14352		eMessageTypeOpenActivityInternal	0
14353		eMessageTypeCloseActivityInternal	0
14354		eMessageTypeActivityOpened	0
14355		eMessageTypeActivityClosed	0
14356		eMessageTypeActivityInfo	0
14357		eMessageTypeOnActivityTimes	0
14592		eMessageTypeLoadSignInRecords	0
14593		eMessageTypeSignIn	0
14594		eMessageTypeDrawSignInAward	0
14595		eMessageTypeSignInRecords	0
14848		eMessageTypeLoadMail	0
14849		eMessageTypeSaveMail	0
14850		eMessageTypeMarkMailRead	0
14851		eMessageTypeDrawMailAttachment	0
14852		eMessageTypeNextMailID	0
14853		eMessageTypeNewMail	0
14854		eMessageTypeMail	0
14855		eMessageTypeMailStatus	0
14856		eMessageTypeOnMailLoaded	0
14857		eMessageTypeDrawMailAttachmentSuccess	0
15104		eMessageTypeLoadCollectedStatus	0
15105		eMessageTypeSaveCollectedStatus	0
15106		eMessageTypeCollectedStatus	0
15107		eMessageTypeCollectedSuccess	0
15360		eMessageTypeLoadMounts	0
15361		eMessageTypeApplyMount	0
15362		eMessageTypeUnapplyMount	0
15363		eMessageTypeMounts	0
15364		eMessageTypeBuyMount	0
15365		eMessageTypeBuyMountSuccess	0
15616		eMessageTypeLoadWeather	0
15617		eMessageTypeWeatherInfo	0
15872		eMessageTypeLoadBoat	0
15873		eMessageTypeMakeBoat	0
15874		eMessageTypeBlowBoat	0
15875		eMessageTypeTakeBoat	0
15876		eMessageTypeBoatInfo	0
15877		eMessageTypeBlowBoatResult	0
15878		eMessageTypeBlowBoatBroadcast	0
15879		eMessageTypeActivateBoat	0
16384		eMessageTypeLoadFund	0
16385		eMessageTypeBuyFund	0
16386		eMessageTypeDrawFundAward	0
16387		eMessageTypeFundInfo	0
16388		eMessageTypeBuyFundBroadcast	0
47872		eMessageTypeAuthenticateAPIClient	0
47873		eMessageTypeShutdownServer	0
47874		eMessageTypeCheckPlayerCreated	0
47875	儲值	eMessageTypeRecharge	0
47876		eMessageTypeCheckRechargeResult	0
47877		eMessageTypeGetNumberOfOnlinePlayers	0
47878		eMessageTypeGetOnlinePlayerList	0
47879		eMessageTypeFreezeID	0
47880		eMessageTypeBannedToPost	0
47881		eMessageTypeBulletin	0
47882		eMessageTypeGenerateJiHeMa	0
47883		eMessageTypeAddFilterWords	0
47884		eMessageTypeIssueGiftBag	0
47885		eMessageTypeSmashEggs	0
47886		eMessageTypeLoadGMList	0
47887		eMessageTypeReplyGM	0
47888		eMessageTypeMarkGMDone	0
47889		eMessageTypeGetPlayerID	0
47890		eMessageTypeLoadActivationCode	0
47891		eMessageTypeLoadPlayerInfoLite	0
47892		eMessageTypeGenerateRecompense	0
47893		eMessageTypeResetServer	0
47894		eMessageTypeAddTitle	0
47895		eMessageTypeAddDropActivity	0
47896		eMessageTypeCloseDropActivity	0
47897		eMessageTypeAddActivity	0
47898		eMessageTypeCloseActivity	0
47899		eMessageTypeSendMail	0
47900		eMessageTypeAddMount	0
47901		eMessageTypeSetWeather	0
47902		eMessageTypeRechargeGiftBag	0
47903		eMessageTypeInviteFriend	0
47904		eMessageTypeBindLeagueQQGroupID	0
47905		eMessageTypeCheckAwardMarketTask	0
47906		eMessageTypeRemoveBulletin	0
48128		eMessageTypeEnableGM	0
48129		eMessageTypeDisableGM	0
48130		eMessageTypeGMAddItems	0
48131		eMessageTypeGMIssueGiftBag	0
48132	修改元宝	eMessageTypeGMModifyYuanBao	0
48133		eMessageTypeGMModifyTongQian	0
48134		eMessageTypeGMModifyShengWang	0
48135		eMessageTypeGMModifyYueLi	0
48136		eMessageTypeGMModifyTiLi	0
48137		eMessageTypeGMModifyVipLevel	0
48138		eMessageTypeGMModifyRoleLevel	0
48139		eMessageTypeGMForceAcceptTask	0
48140		eMessageTypeGMForceFinishTask	0
48141		eMessageTypeGMOpenAllGameCopies	0
48142		eMessageTypeGMFightNPC	0
48143		eMessageTypeGMModifyLingShi	0
48144		eMessageTypeGMModifyLiuDao	0
48145		eMessageTypeGMModifyJingJieDian	0
48146		eMessageTypeGMModifyRechargeAmount	0
48147		eMessageTypeGMAddExp	0
48148		eMessageTypeGMModifyQinMiDu	0
48149		eMessageTypeGMModifySuiPian	0
48150		eMessageTypeGMSetGameManager	0
48151		eMessageTypeGMOpenTournament	0
48152		eMessageTypeGMCloseTournament	0
48153		eMessageTypeGMLoadTournamentServerStatus	0
48154		eMessageTypeGMUpdateTournamentServer	0
48155		eMessageTypeGMConnectTournamentServers	0
48156		eMessageTypeGMModifyXianLing	0
48157		eMessageTypeGMQueryTournamentSignups	0
48158		eMessageTypeGMInitiateTournamentSignup	0
48159		eMessageTypeGMModifyRuLaiBurnTimes	0
48160		eMessageTypeGMSetConsumeTipsStatus	0
48161		eMessageTypeGMOpenBonusShop	0
48162		eMessageTypeGMCloseBonusShop	0
48163		eMessageTypeGMAddBonusShopItem	0
48164		eMessageTypeGMRemoveBonusShopItem	0
48165		eMessageTypeGMLoadShopStatus	0
48166		eMessageTypeGMOpenShop	0
48167		eMessageTypeGMCloseShop	0
48168		eMessageTypeGMLoadTournamentStatus	0
48169		eMessageTypeGMModifyBoatBookNum	0
48170		eMessageTypeGMIsGameManager	0
48171		eMessageTypeGMLoadXServerStatus	0
48172		eMessageTypeGMUpdateXServerStatus	0
48384		eMessageTypeLogCreatePlayer	0
48385		eMessageTypeLogLogin	0
48386		eMessageTypeLogEconomy	0
48387		eMessageTypeLogLevelUp	0
48640		eMessageTypeReserveJiHeMa	0
48641		eMessageTypeUnreserveJiHeMa	0
48642		eMessageTypeMarkJiHeMaUsed	0
48896		eMessageTypeLoadPlayerStatus	0
48897		eMessageTypeLoadPlayerStatuses	0
48898		eMessageTypeUpdatePlayerStatus	0
48899		eMessageTypeUpdatePlayerStatuses	0
48900		eMessageTypeLoadPlayerStatusByArenaRank	0
48901		eMessageTypeLoadFriendStatuses	0
48902		eMessageTypeLoadFollowerStatuses	0
48903		eMessageTypeCheckIsInBlacklist	0
48904		eMessageTypeLoadCityBroadcastReceivers	0
48905		eMessageTypeCheckOtherPlayerFuncOpen	0
48906		eMessageTypeLoadSubstituteAwardReceivers	0
48907		eMessageTypeLoadPlayerStatusByPlayerName	0
48908		eMessageTypeCheckIsFollowing	0
48909		eMessageTypeLoadBeenCopyTopPlayers	0
48910		eMessageTypeLoadWorldLevel	0
49152		eMessageTypeFilterWord	0
49408		eMessageTypeLoadPrivateGM	0
49409		eMessageTypeSubmitGM	0
49410		eMessageTypeGMInfo	0
49411		eMessageTypeNextGMID	0
49412		eMessageTypeSubmitGMSuccess	0
49664		eMessageTypeGeneralSubscribe	0
49665		eMessageTypeGeneralUnsubscribe	0
49666		eMessageTypeGeneralCreateTeam	0
49667		eMessageTypeGeneralJoinTeam	0
49668		eMessageTypeGeneralFight	0
49669		eMessageTypeGeneralTeamList	0
49670		eMessageTypeGeneralTeamCreated	0
49671		eMessageTypeGeneralTeamDismissed	0
49672		eMessageTypeGeneralTeamStatusChanged	0
49673		eMessageTypeGeneralTeamMemberJoined	0
49674		eMessageTypeGeneralTeamMemberQuit	0
49675		eMessageTypeLoadGeneralInfo	0
49676		eMessageTypeLoadGeneralAwardInfo	0
49677		eMessageTypeTakeGeneralAward	0
49678		eMessageTypeGeneralInfo	0
49679		eMessageTypeGeneralAwardInfo	0
49680		eMessageTypeOnGeneralBattleResult	0
49681		eMessageTypeSummonGeneralHelp	0
49682		eMessageTypeGeneralSceneInfo	0
49683		eMessageTypeGeneralHelpRequest	0
49684		eMessageTypeGeneralSceneMembers	0
49685		eMessageTypeGeneralSceneMemberJoined	0
49686		eMessageTypeGeneralSceneMemberQuit	0
49687		eMessageTypeGeneralSceneMemberStatusUpdated	0
49688		eMessageTypeTakeGeneralAwardSuccess	0
49920		eMessageTypeRollingGameOpened	0
49921		eMessageTypeRollingGameClosed	0
49922		eMessageTypeOpenRollingGame	0
49923		eMessageTypeCloseRollingGame	0
49924		eMessageTypeLoadRollingGameInfo	0
49925		eMessageTypeRollingGameInfo	0
49926		eMessageTypeLogRollingGameResult	0
49927		eMessageTypeLoadRollingGameLog	0
49928		eMessageTypeRollingGameLog	0
49929		eMessageTypePlayRollingGame	0
49930		eMessageTypeRollingGameResult	0
49931		eMessageTypeLoadRollingGameCenter	0
49932		eMessageTypeSaveRollingGameLog	0
49933		eMessageTypeOnRollingGameCounter	0
49934		eMessageTypeClearRollingGameLog	0
50176		eMessageTypeLoadWeeklyRankList	0
50177		eMessageTypeSaveWeeklyRankList	0
50178		eMessageTypeWeeklyRankList	0
50179		eMessageTypeUpdateWeeklyRankList	0
50180		eMessageTypeLoadWeeklyRankListAwardInfo	0
50181		eMessageTypeWeeklyRankListAwardInfo	0
50182		eMessageTypeDrawWeeklyRankListAward	0
50183		eMessageTypeDrawWeeklyRankListAwardSuccess	0
50184		eMessageTypeOnWeeklyRankListAward	0
50432		eMessageTypeLoadGameCopyTutorials	0
50433		eMessageTypeLoadGameCopyTutorialInfo	0
50434		eMessageTypeGameCopyTutorialInfo	0
50435		eMessageTypeLoadGameCopyTutorial	0
50436		eMessageTypeGameCopyTutorial	0
50437		eMessageTypeAddGameCopyTutorial	0
50438		eMessageTypeSaveGameCopyTutorial	0
50439		eMessageTypeClearGameCopyTutorials	0
50688		eMessageTypeLeagueMonsterOpened	0
50689		eMessageTypeLeagueMonsterClosed	0
50690		eMessageTypeOpenLeagueMonster	0
50691		eMessageTypeCloseLeagueMonster	0
50692		eMessageTypeOnLeagueMonsterOpen	0
50693		eMessageTypeOnLeagueMonsterClose	0
50694		eMessageTypeLoadLeagueMonsterInfo	0
50695		eMessageTypeLeagueMonsterInfo	0
50696		eMessageTypeFightLeagueMonster	0
50697		eMessageTypeOnFightLeagueMonsterResult	0
50698		eMessageTypeLoadLeagueMonsterAwardInfo	0
50699		eMessageTypeLeagueMonsterAwardInfo	0
50700		eMessageTypeTakeLeagueMonsterAward	0
50701		eMessageTypeTakeLeagueMonsterAwardSuccess	0
50702		eMessageTypeJoinLeagueMonster	0
50703		eMessageTypePlayLeagueRollingGame	0
50704		eMessageTypeLeagueRollingGameResult	0
50705		eMessageTypeLeagueRollingGameNotification	0
50706		eMessageTypeLeagueMonsterKilledNotification	0
50707		eMessageTypeLoadLeagueRollingGameInfo	0
50708		eMessageTypeLeagueRollingGameInfo	0
50709		eMessageTypeCheckLeagueRollingGame	0
50710		eMessageTypeOnCheckedLeagueRollingGame	0
50944		eMessageTypeLoadBaiLianHuPartners	0
50945		eMessageTypeBaiLianHuPartners	0
50946		eMessageTypeLoadBaiLianHuStatus	0
50947		eMessageTypeBaiLianHuStatus	0
50948		eMessageTypeBaiLianHuLianZhi	0
50949		eMessageTypeBaiLianHuLianZhiResult	0
50950		eMessageTypeGivePartnerXiHaoPin	0
50951		eMessageTypeGivePartnerXiHaoPinSuccess	0
51200		eMessageTypeLoadLeagueJiXingInfo	0
51201		eMessageTypeLeagueJiXingInfo	0
51202		eMessageTypePlayLeagueJiXing	0
51203		eMessageTypeLeagueJiXingResult	0
51204		eMessageTypeOnLeagueJiXingResult	0
51205		eMessageTypeOnLeagueJiXingWeeklyAward	0
51206		eMessageTypeLoadLeagueJiXingAwardInfo	0
51207		eMessageTypeLeagueJiXingAwardInfo	0
51208		eMessageTypeTakeLeagueJiXingAward	0
51209		eMessageTypeTakeLeagueJiXingAwardResult	0
51456		eMessageTypeLoadShengXiaoInfo	0
51457		eMessageTypeShengXiaoInfo	0
51458		eMessageTypeFightShengXiao	0
51459		eMessageTypeExchangeJinYou	0
51460		eMessageTypeEquipmentDuJin	0
51461		eMessageTypeExchangeJinYouSuccess	0
51712		eMessageTypeLoadBattleSpeedUpInfo	0
51713		eMessageTypeBattleSpeedUpInfo	0
51714		eMessageTypeBattleSpeedUp	0
51715		eMessageTypeSetBattleSpeedUpStatus	0
51968		eMessageTypeConnectTournamentServers	0
51969		eMessageTypeAuthenticateTournamentClient	0
51970		eMessageTypeTournamentAuthenticated	0
51971		eMessageTypeTournamentAuthenticationFailed	0
51972		eMessageTypeTournamentError	0
51973		eMessageTypeSubscribeTournament	0
51974		eMessageTypeUnsubscribeTournament	0
51975		eMessageTypeTournamentStatus	0
51976		eMessageTypeOpenTournament	0
51977		eMessageTypeCloseTournament	0
51978		eMessageTypeLoadTournament	0
51979		eMessageTypeLoadTournamentInfo	0
51980		eMessageTypeTournamentInfo	0
51981		eMessageTypeSignupTournament	0
51982		eMessageTypeCancelSignupTournament	0
51983		eMessageTypeLoadSignupTournamentData	0
51984		eMessageTypeSignupTournamentData	0
51985		eMessageTypeSignupTournamentSuccess	0
51986		eMessageTypeOpenTournamentSignup	0
51987		eMessageTypeCloseTournamentSignup	0
51988		eMessageTypeTournamentBet	0
51989		eMessageTypeTournamentBetSuccess	0
51990		eMessageTypeTournamentGambleWin	0
