編號	名稱	描述#材料名称不要超过4字	功能描述	類型	細分子類	圖示	音效	打開是否彈窗	職業限制	等級限制	品質	夥伴使用前提品質	堆疊數量	背包排序優先順序	天生強化等級	強化消耗比率	普通防禦	普通防禦強化值	絕技防禦	絕技防禦強化值	生命	生命強化值	普通攻擊	普通攻擊強化值	法術攻擊	法術攻擊強化值	絕技攻擊	絕技攻擊強化值	先攻值	強化先攻值係數	元寶價格	合成價格	售出價格	是否可以賣出	是否可銷毀	基礎裝備	材料	生成物品	給予元寶	給予銅幣	給予經驗	給予體力	給予聲望	給予命格	給予掉落	给予鲜花类型（1 2 3）	產出副本	下一等級卷軸	穿戴位置	通過此副本可使用直接製作功能	職業對應禮包	禮包id
30300077	雙倍返還禮包	雙倍返還禮包	打開可獲得<font color="#FFFF00">710元寶</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101069
30300078	雙倍返還禮包	雙倍返還禮包	打開可獲得<font color="#FFFF00">1420元寶</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101070
30300079	雙倍返還禮包	雙倍返還禮包	打開可獲得<font color="#FFFF00">1633元寶</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101071
30300080	雙倍返還禮包	雙倍返還禮包	打開可獲得<font color="#FFFF00">2840元寶</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101072
30300081	雙倍返還禮包	雙倍返還禮包	打開可獲得<font color="#FFFF00">4260元寶</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101073
30300082	雙倍返還禮包	雙倍返還禮包	打開可獲得<font color="#FFFF00">7100元寶</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101074
30300083	雙倍返還禮包	雙倍返還禮包	打開可獲得<font color="#FFFF00">14200元寶</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101075
30300084	雙倍返還禮包	雙倍返還禮包	打開可獲得<font color="#FFFF00">21300元寶</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101076
30300085	雙倍返還禮包	雙倍返還禮包	打開可獲得<font color="#FFFF00">42600元寶</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101077
30300086	雙倍返還禮包	雙倍返還禮包	打開可獲得<font color="#FFFF00">833元寶</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101078
30300087	雙倍返還禮包	雙倍返還禮包	打開可獲得<font color="#FFFF00">1666元寶</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101079
30300088	雙倍返還禮包	雙倍返還禮包	打開可獲得<font color="#FFFF00">3332元寶</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101080
30300089	雙倍返還禮包	雙倍返還禮包	打開可獲得<font color="#FFFF00">4998元寶</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101081
30300090	雙倍返還禮包	雙倍返還禮包	打開可獲得<font color="#FFFF00">8330元寶</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101082
30300091	封測參與禮包	封測參與禮包	打開可獲得<font color="#FFFF00">188元寶</font>、<font color="#00CC00">一階武力藥劑、一階絕技藥劑、一階法術藥劑</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101083
30300092	封測bug額外元寶禮包	封測bug額外元寶禮包	打開可獲得<font color="#FFFF00">188元寶</font>	4	1	30300001	0	28124	1|2|3|4|5	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101084
30400001	于禁變身卡	變身為于禁，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	1	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400002	曹仁變身卡	變身為曹仁，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	1	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400003	周泰變身卡	變身為周泰，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	1	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400004	黃蓋變身卡	變身為黃蓋，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	1	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400005	許褚變身卡	變身為許褚，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	1	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400006	雨師變身卡	變身為雨師，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	1	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400007	若依變身卡	變身為若依，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	1	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400008	關銀屏變身卡	變身為關銀屏，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	1	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400009	鄧艾變身卡	變身為鄧艾，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	1	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400010	蔡琰變身卡	變身為蔡琰，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	1	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400011	貂蟬變身卡	變身為貂蟬，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	3	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400012	潑油怪變身卡	變身為潑油怪，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	3	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400013	甄姬變身卡	變身為甄姬，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	3	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400014	王異變身卡	變身為王異，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	3	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400015	伏壽變身卡	變身為伏壽，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	3	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400016	鄒氏變身卡	變身為鄒氏，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	3	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400017	黃月英變身卡	變身為黃月英，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	3	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400018	張春華變身卡	變身為張春華，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	3	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400019	張星彩變身卡	變身為張星彩，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	3	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400020	呂布變身卡	變身為呂布，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	3	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400021	趙雲變身卡	變身為趙雲，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	3	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400022	真孫尚香變身卡	使用后變身為真孫尚香，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	4	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400023	真雨師變身卡	使用后變身為真雨師，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	4	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400024	真趙雲變身卡	使用后變身為真趙雲，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	4	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400025	真貂蟬變身卡	使用后變身為真貂蟬，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	4	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400026	真關羽變身卡	使用后變身為真關羽，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	4	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400027	真法正變身卡	使用后變身為真法正，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	4	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400028	真呂布變身卡	使用后變身為真呂布，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	4	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400029	真張星彩變身卡	使用后變身為真張星彩，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	4	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400030	真黃忠變身卡	使用后變身為真黃忠，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	4	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400031	真孟獲變身卡	使用后變身為真孟獲，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	4	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400032	真諸葛亮變身卡	使用后變身為真諸葛亮，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	4	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400033	真呂蒙變身卡	使用后變身為真呂蒙，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	4	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400034	真小師妹變身卡	使用后變身為真小師妹，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	4	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400035	神關羽變身卡	使用后變身為神關羽，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	5	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400036	神呂布變身卡	使用后變身為神呂布，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	5	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400037	真小喬變身卡	使用后變身為真小喬，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	4	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400038	真大喬變身卡	使用后變身為真大喬，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	4	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400039	大師姐變身卡	使用后變身為大師姐，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	4	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30400040	隨機變身卡	隨機變身任一角色，持續60分鐘	變身卡	8	1	30400001	0	0	1|2|3|4|5	1	5	0	99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401001	貂蟬召喚卡	召喚后可讓貂蟬跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401002	曹仁召喚卡	召喚后可讓曹仁跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401003	周泰召喚卡	召喚后可讓周泰跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401004	黃蓋召喚卡	召喚后可讓黃蓋跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401005	許褚召喚卡	召喚后可讓許褚跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401006	雨師召喚卡	召喚后可讓雨師跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401007	若依召喚卡	召喚后可讓若依跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401008	關銀屏召喚卡	召喚后可讓關銀屏跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401009	鄧艾召喚卡	召喚后可讓鄧艾跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401010	蔡琰召喚卡	召喚后可讓蔡琰跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401011	貂蟬召喚卡	召喚后可讓貂蟬跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401012	潑油怪召喚卡	召喚后可讓潑油怪跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401013	甄姬召喚卡	召喚后可讓甄姬跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401014	王異召喚卡	召喚后可讓王異跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401015	伏壽召喚卡	召喚后可讓伏壽跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401016	鄒氏召喚卡	召喚后可讓鄒氏跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401017	黃月英召喚卡	召喚后可讓黃月英跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401018	張春華召喚卡	召喚后可讓張春華跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401019	張星彩召喚卡	召喚后可讓張星彩跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401020	呂布召喚卡	召喚后可讓呂布跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401021	趙雲召喚卡	召喚后可讓趙雲跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401022	神呂布召喚卡	召喚后可讓神呂布跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401023	真孫尚香召喚卡	召喚后可讓真孫尚香跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401024	真雨師召喚卡	召喚后可讓真雨師跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401025	真趙雲召喚卡	召喚后可讓真趙雲跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401026	真貂蟬召喚卡	召喚后可讓真貂蟬跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401027	真關羽召喚卡	召喚后可讓真關羽跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401028	真法正召喚卡	召喚后可讓真法正跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401029	真呂布召喚卡	召喚后可讓真呂布跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401030	真張星彩召喚卡	召喚后可讓真張星彩跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401031	真黃忠召喚卡	召喚后可讓真黃忠跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30401032	真孟獲召喚卡	召喚后可讓真孟獲跟隨	<font color="#ff00ff">該物品是特殊道具</font>	14	1	30401001	0	28124	1|2|3|4|5	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
